SK_ID_CURR,TARGET,EXT_SOURCE_1,EXT_SOURCE_2,AMT_CREDIT,EXT_SOURCE_3,DAYS_BIRTH,PREV_AMT_ANNUITY_MEAN,DAYS_EMPLOYED,AMT_ANNUITY,INST_PAYMENT_DIFF_MEAN,INST_AMT_PAYMENT_SUM,INST_DAYS_DIFF_MEAN,BUREAU_AMT_CREDIT_MEAN,DAYS_ID_PUBLISH,PREV_AMT_CREDIT_SUM,PREV_DAYS_DECISION_MIN,POS_NB_MONTHS,PREV_AMT_CREDIT_MEAN,BUREAU_AMT_DEBT_MEAN,DAYS_LAST_PHONE_CHANGE,DAYS_REGISTRATION,CODE_GENDER_F,PREV_DAYS_DECISION_MEAN,BUREAU_DAYS_CREDIT_MEAN,POS_SK_DPD_DEF_MEAN,AMT_INCOME_TOTAL
384575.0,0,1.2306856883474373,0.4735744927486818,-0.3318553480404106,-2.948272340133146,0.6278658706885935,-0.7062840358253332,-0.4570999860426553,1.761660210658804,0.29480709597239,-0.6391411633981476,-0.2459266737871014,-0.2576932745838782,-0.8697203596642741,-0.2931653544097533,-0.8798165687392705,-0.2569113041761505,-0.4157940496885762,-0.2101321065666631,1.1621326604070856,1.2345352653485924,False,-1.296963543421535,-0.1235853825072566,-0.0161263792082504,0.1611067642178792
214010.0,0,-0.5271121622457272,-0.4670875942294186,1.6961571527480703,1.1243297517980226,0.2884968821301037,2.527807647768519,-0.4597826868736529,1.5067517391472556,0.1183806907790691,3.007850302005624,-0.1306067856969201,0.621156076902169,-1.0280563908422904,3.3978033895096176,-1.031970591819732,0.6311929973312435,1.9840057570316287,-0.2921262933047325,-0.130794765133995,0.958340834585612,True,-0.5386081661265025,0.4540070967550982,-0.0161263792082504,0.3319043708076447
142232.0,0,0.1644697534164193,0.090410627425837,-0.2584560312772132,-1.7611238293219422,-0.4285089012591698,0.4922821460961472,-0.456229346986685,0.8280307662797229,0.220504276714488,-0.486780816093086,0.5702234687187764,0.1393996133068101,1.015737149677294,-0.0273437480453111,0.122260317642206,-0.3414926662244737,-0.251725023990504,0.2021369058171835,-0.57104320563629,0.7037196584351563,True,0.5172823134302702,0.4203269839579495,-0.0161263792082504,0.142129252374572
389171.0,0,0.0121028573187318,0.937903434028426,-0.8554893161446528,0.5649653690389888,-0.8224152424691927,-0.3251664958823001,-0.5011274244827751,-0.1496875976543396,0.2383615263929235,-0.5864454426190613,-3.17945970306143,-0.2726141931335066,-0.1085149210720528,-0.5667434144764747,-0.5493570498613933,-0.1723299421278272,-0.3964776560888968,-0.2921262933047325,-1.254395867404962,-1.754495932939366,True,-1.9319318269994767,-2.5741354166310657,-0.0161263792082504,0.3319043708076447
283617.0,0,1.0800732994617257,0.2419793406297867,-0.7227332632510952,0.6906513455017105,-0.9830483693966074,0.1395404823819817,-0.4595278656865397,-0.7759365465444648,0.7953612031143942,-0.1178125582006633,0.1659026031204817,0.1227029116924548,1.6563687067866744,0.4642894409009104,-0.319937311935385,-0.1300392611036656,0.0646231528968533,0.044580088873938,0.9553126512700184,-0.6565308166071891,False,-0.245513233886762,-0.2631811875136016,-0.0161263792082504,-0.2374209844915734
362171.0,0,0.0121028573187318,0.0242224303697076,-1.1086135402906985,-2.3515567471733245,-0.7087575663550733,-0.023724585111629,2.1336174747734384,-0.7349524804792706,0.0679902629053827,-0.316285077272254,-0.5674806541981002,-0.2762875580838987,1.3483090645365583,-0.4047120933032269,0.6262705190962347,-0.087748580079504,0.0116716173198904,-0.220335922309415,-0.0582263408753749,-1.0113540832605554,False,0.3474870533320836,1.652175511785359,-0.0161263792082504,-0.351286055551417
180689.0,0,1.5046217374672517,0.175299142598745,0.747779842094876,0.112062796629028,0.0721806598483925,-0.2470588374380616,-0.4541483072919269,-0.1627279823114468,0.0679902629053827,-0.3811179967372174,-0.1228937988503861,-0.3581079732082232,-1.111530616484257,-0.3430328339945841,0.0414284928807109,-0.2992019852003121,-0.3080508802010274,-0.2921262933047325,0.6323831633191592,1.2756947642803829,True,0.2195695479666335,0.0113085363265397,-0.0161263792082504,-0.2374209844915734
310328.0,0,0.0121028573187318,-2.6296263673886915,0.5241718702344118,-0.1455766368945368,1.1998206279080332,-0.2470588374380616,-0.4535466461556873,0.4147747667890156,0.0679902629053827,-0.3811179967372174,-0.1228937988503861,0.1999806462396335,-0.1045399579462448,-0.3430328339945841,0.0414284928807109,-0.2992019852003121,-0.3080508802010274,0.4087226577771039,0.8960484381254787,1.3406983867312796,False,0.2195695479666335,0.9009236599248556,-0.0161263792082504,-0.1146744378890619
233043.0,0,0.0121028573187318,-2.2893556365979104,0.4544061830139469,0.6715108105152588,-1.7138030652190408,0.3443068324255466,2.1336174747734384,0.5060574593887661,0.2568262680536096,0.4891007273003602,0.0442828678594296,-0.1739125908488754,-1.1718175572256777,0.1271125910322304,-0.8405893596638391,1.350134574741991,-0.4103412296457009,-0.1253916414147907,1.164551607882373,0.9432963280795092,True,-0.1008702634538877,-0.7710761929094793,-0.0161263792082504,-0.1615109371183443
232220.0,0,0.0121028573187318,1.1818451838578334,0.747779842094876,0.112062796629028,1.668658541878776,0.1782001257945792,-0.456300130649772,0.6013764615252404,0.5125752101942722,0.1991603767755895,-0.1758202639035467,-0.1889662135324852,1.032299496034827,-0.095925068420501,0.9163141255933642,-0.1723299421278272,-0.592331312598719,-0.2005209987174418,1.164551607882373,-1.063584068111931,True,0.9583254438524524,0.0533516155975807,-0.0161263792082504,-0.2943535200214952
